SearchResults
Search type: State,,,,
California,,,,
Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
ECSP,,Echinops sphaerocephalus L.,great globethistle,US06
ECHIU,,Echium L.,viper's bugloss,US06
ECCA5,,Echium candicans L. f.,pride of Madeira,US06
ECCA5,ECFA3,Echium fastuosum auct. non Aiton,,US06
ECLU,,Echium lusitanicum L.,violet-vein viper's bugloss,US06
ECPL,,Echium plantagineum L.,salvation jane,US06
ECPL,ECLY,"Echium lycopsis L., nom. utique rej.",,US06
ECLIP,,Eclipta L.,eclipta,US06
ECPR,ECAL,Eclipta alba (L.) Hassk.,,US06
ECPR,,Eclipta prostrata (L.) L.,false daisy,US06
ECPR,VEAL6,Verbesina alba L.,,US06
ECPR,ECER3,Eclipta erecta L.,,US06
ECPR,VEPR2,Verbesina prostrata L.,,US06
EGERI,,Egeria Planch.,egeria,US06
EGDE,,Egeria densa Planch.,Brazilian waterweed,US06
EGDE,ANDE8,Anacharis densa (Planch.) Vict.,,US06
EGDE,PHDE5,Philotria densa (Planch.) Small & H. St. John,,US06
EGDE,ELDE3,Elodea densa (Planch.) Caspary,,US06
EHREN,,Ehrendorferia Fukuhara & Lidén,golden eardrops,US06
EHCH,,Ehrendorferia chrysantha (Hook. & Arn.) Rylander,golden eardrops,US06
EHCH,DICH,Dicentra chrysantha (Hook. & Arn.) Walp.,,US06
EHOC,DIOC,Dicentra ochroleuca Engelm.,,US06
EHOC,,Ehrendorferia ochroleuca (Engelm.) Fukuhara,yellow bleeding heart,US06
EHRHA,,Ehrharta Thunb.,veldtgrass,US06
EHCA,,Ehrharta calycina Sm.,perennial veldtgrass,US06
EHER,,Ehrharta erecta Lam.,panic veldtgrass,US06
EHLO3,,Ehrharta longiflora Sm.,longflowered veldtgrass,US06
EICHH,,Eichhornia Kunth,water hyacinth,US06
EICR,EISP,Eichhornia speciosa Kunth,,US06
EICR,,Eichhornia crassipes (Mart.) Solms,common water hyacinth,US06
EICR,PICR2,Piaropus crassipes (Mart.) Raf.,,US06
ELAEA,,Elaeagnus L.,oleaster,US06
ELAN,,Elaeagnus angustifolia L.,Russian olive,US06
ELAN,ELANO2,Elaeagnus angustifolia L. var. orientalis (L.) Kuntze,,US06
ELATI,,Elatine L.,waterwort,US06
ELAM,,Elatine ambigua Wight,Asian waterwort,US06
ELBR5,ELOB,Elatine obovata (Fassett) H. Mason,,US06
ELBR5,ELTRB2,Elatine triandra Schkuhr var. brachysperma (A. Gray) Fassett,,US06
ELBR5,,Elatine brachysperma A. Gray,shortseed waterwort,US06
ELCA,,Elatine californica A. Gray,California waterwort,US06
ELCA,ELCAW2,Elatine californica A. Gray var. williamsii (Rydb.) Fassett,,US06
ELCH,,Elatine chilensis A. Gray,Chilean waterwort,US06
ELCH,ELGR2,Elatine gracilis H. Mason,,US06
ELHE2,,Elatine heterandra H. Mason,mosquito waterwort,US06
ELRU,,Elatine rubella Rydb.,southwestern waterwort,US06
ELEOC,,Eleocharis R. Br.,spikerush,US06
ELAC,,Eleocharis acicularis (L.) Roem. & Schult.,needle spikerush,US06
ELACA,,Eleocharis acicularis (L.) Roem. & Schult. var. acicularis,needle spikerush,US06
ELACA,ELACS,Eleocharis acicularis (L.) Roem. & Schult. var. submersa (Hj. Nilss.) Svens.,,US06
ELACA,ELACO,Eleocharis acicularis (L.) Roem. & Schult. var. occidentalis Svens.,,US06
ELACA,ELACG,Eleocharis acicularis (L.) Roem. & Schult. var. gracilescens Svens.,,US06
ELACA,ELACT,Eleocharis acicularis (L.) Roem. & Schult. var. typica Svens.,,US06
ELAT,ELMU4,Eleocharis multiflora Chapm.,,US06
ELAT,,Eleocharis atropurpurea (Retz.) J. Presl & C. Presl,purple spikerush,US06
ELAT,SCAT5,Scirpus atropurpureus Retz.,,US06
ELBE,,Eleocharis bella (Piper) Svens.,beautiful spikerush,US06
ELBE,ELACB,Eleocharis acicularis (L.) Roem. & Schult. var. bella Piper,,US06
ELBE,ELACM,Eleocharis acicularis (L.) Roem. & Schult. var. minima Torr.,,US06
ELBO,,Eleocharis bolanderi A. Gray,Bolander's spikerush,US06
ELBO,ELMOB,Eleocharis montevidensis Kunth var. bolanderi (A. Gray) V.E. Grant,,US06
ELDE2,,Eleocharis decumbens C.B. Clarke,decumbent spikerush,US06
ELDE2,ELMOD,Eleocharis montevidensis Kunth var. decumbens (C.B. Clarke) V.E. Grant,,US06
ELEN,ELOBD,Eleocharis obtusa (Willd.) Schult. var. detonsa (A. Gray) Drapalik & Mohlenbr.,,US06
ELEN,ELMO7,Eleocharis monticola Fernald,,US06
ELEN,ELENM,Eleocharis engelmannii Steud. var. monticola (Fernald) Svens.,,US06
ELEN,,Eleocharis engelmannii Steud.,Engelmann's spikerush,US06
ELEN,ELENR,Eleocharis engelmannii Steud. var. robusta Fernald,,US06
ELEN,ELMOP,Eleocharis monticola Fernald var. pallida H. St. John,,US06
ELEN,ELOBE,Eleocharis obtusa (Willd.) Schult. var. engelmannii (Steud.) Gilly,,US06
ELEN,ELOVD,Eleocharis ovata (Roth) Roem. & Schult. var. detonsa (A. Gray) Mohlenbr.,,US06
ELEN,ELOVE,Eleocharis ovata (Roth) Roem. & Schult. var. engelmannii (Steud.) Britton,,US06
ELFL,,Eleocharis flavescens (Poir.) Urb.,yellow spikerush,US06
ELFLT,ELTH,Eleocharis thermalis Rydb.,,US06
ELFLT,,Eleocharis flavescens (Poir.) Urb. var. thermalis (Rydb.) Cronquist,yellow spikerush,US06
ELGE,ELCA2,Eleocharis caribaea (Rottb.) S.F. Blake,,US06
ELGE,ELCAD,Eleocharis capitata (L.) R. Br. var. dispar (E.J. Hill) Fernald,,US06
ELGE,SCGE4,Scirpus geniculata L.,,US06
ELGE,,Eleocharis geniculata (L.) Roem. & Schult.,Canada spikesedge,US06
ELGE,ELCAD2,Eleocharis caribaea (Rottb.) S.F. Blake var. dispar (E.J. Hill) S.F. Blake,,US06
ELGE,SCCA8,Scirpus caribaea Rottb.,,US06
ELMA5,ELPE4,Eleocharis perlonga Fernald & Brack.,,US06
ELMA5,,Eleocharis macrostachya Britton,pale spikerush,US06
ELMA5,ELXY,Eleocharis xyridiformis Fernald & Brack.,,US06
ELMI3,,Eleocharis minima Kunth,small spikerush,US06
ELMI3,ELMIA,Eleocharis minima Kunth var. ambigua (Steud.) Kük.,,US06
ELMI3,ELUN3,Eleocharis uncialis Chapm. ex Small,,US06
ELMO2,ELPA2,Eleocharis palmeri Svens.,,US06
ELMO2,,Eleocharis montevidensis Kunth,sand spikerush,US06
ELMO2,ELAR8,Eleocharis arenicola Torr.,,US06
ELOB2,ELOBE2,Eleocharis obtusa (Willd.) Schult. var. ellipsoidalis Fernald ex Svens.,,US06
ELOB2,,Eleocharis obtusa (Willd.) Schult.,blunt spikerush,US06
ELOB2,ELOBP,Eleocharis obtusa (Willd.) Schult. var. peasei Svens.,,US06
ELOB2,ELOBG,Eleocharis obtusa (Willd.) Schult. var. gigantea (C.B. Clarke) Fernald,,US06
ELOB2,SCOB3,Scirpus obtusus Willd.,,US06
ELOB2,ELOBJ,Eleocharis obtusa (Willd.) Schult. var. jejuna Fernald,,US06
ELOB2,ELOBO2,Eleocharis obtusa (Willd.) Schult. var. obtusa,,US06
ELOB2,ELOVO,Eleocharis ovata (Roth) Roem. & Schult. var. obtusa (Willd.) Kük.,,US06
ELPA,,Eleocharis pachycarpa Desv.,black sand spikerush,US06
ELPA3,,Eleocharis palustris (L.) Roem. & Schult.,common spikerush,US06
ELPAP,ELCAA,Eleocharis calva Torr. var. australis (Nees) H. St. John,,US06
ELPAP,,Eleocharis palustris (L.) Roem. & Schult. var. palustris,common spikerush,US06
ELPAP,ELMA6,Eleocharis mamillata auct. non (Lindb. f.) Lindb. f.,,US06
ELPAP,ELPAA2,Eleocharis palustris (L.) Roem. & Schult. var. australis Nees,,US06
ELPAP,ELPAM,Eleocharis palustris (L.) Roem. & Schult. var. major Sonder,,US06
ELPAP,ELSMM2,Eleocharis smallii Britton var. major (Sonder) Seymour,,US06
ELPAP,ELSM,Eleocharis smallii Britton,,US06
ELPAP,SCPA20,Scirpus palustris L.,,US06
ELPA4,ELDI,Eleocharis disciformis Parish,,US06
ELPA4,,Eleocharis parishii Britton,Parish's spikerush,US06
ELPA4,ELMOD2,Eleocharis montevidensis Kunth var. disciformis (Parish) V.E. Grant,,US06
ELPA4,ELMOP2,Eleocharis montevidensis Kunth var. parishii (Britton) V.E. Grant,,US06
ELPA5,,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush,US06
ELPA5,ELCO6,Eleocharis coloradoensis (Britton) Gilly,,US06
ELPA5,CHME11,Chaetocyperus membranacea Buckley,,US06
ELPA5,ELLEJ,Eleocharis leptos (Steud.) Svens. var. johnstonii Svens.,,US06
ELPA5,SCNAA,Scirpus nanus Spreng. var. anachaetus (Torr.) Britton,,US06
ELPA5,ELLEC,Eleocharis leptos (Steud.) Svens. var. coloradoensis (Britton) Svens.,,US06
ELPA5,ELLE,Eleocharis leptos (Steud.) Svens.,,US06
ELPA5,ELPAC,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer var. coloradoensis (Britton) Beetle",,US06
ELPA5,ELME2,Eleocharis membranacea (Buckley) Gilly,,US06
ELPA5,ELPAA,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer var. anachaeta (Britton) Svens.",,US06
ELPA5,SCNA2,Scirpus nanus Spreng.,,US06
ELQU,ELQUC,Eleocharis quadrangulata (Michx.) Roem. & Schult. var. crassior Fernald,,US06
ELQU,,Eleocharis quadrangulata (Michx.) Roem. & Schult.,squarestem spikerush,US06
ELQU,SCQU,Scirpus quadrangulatus Michx.,,US06
ELQU2,ELPA6,Eleocharis pauciflora (Lightf.) Link,,US06
ELQU2,,Eleocharis quinqueflora (Hartmann) O. Schwarz,fewflower spikerush,US06
ELQU2,ELBE2,Eleocharis bernardina Munz & I.M. Johnst.,,US06
ELQU2,ELPAB,Eleocharis pauciflora (Lightf.) Link var. bernardina (Munz & I.M. Johnst.) Svens.,,US06
ELQU2,ELQUF,Eleocharis quinqueflora (Hartmann) O. Schwarz ssp. fernaldii (Svens.) Hultén,,US06
ELQU2,SCPA15,Scirpus pauciflorus Lightf.,,US06
ELQU2,ELPAF,Eleocharis pauciflora (Lightf.) Link var. fernaldii Svens.,,US06
ELQU2,ELQUB,Eleocharis quinqueflora (Hartmann) O. Schwarz var. bernardina (Munz & I.M. Johnst.) S. González & P.M. Peterson,,US06
ELQU2,SCQU4,Scirpus quinqueflorus Hartmann,,US06
ELRA,ELLI3,Eleocharis lindheimeri Svens.,,US06
ELRA,,Eleocharis radicans (A. Dietr.) Kunth,rooted spikerush,US06
ELRA,ELACR,Eleocharis acicularis (L.) Roem. & Schult. var. radicans (A. Dietr.) Britton,,US06
ELRO2,,Eleocharis rostellata (Torr.) Torr.,beaked spikerush,US06
ELRO2,SCRO6,Scirpus rostellatus Torr.,,US06
ELRO2,ELROC,Eleocharis rostellata (Torr.) Torr. var. congdonii Jeps.,,US06
ELRO2,ELROO,Eleocharis rostellata (Torr.) Torr. var. occidentalis S. Watson,,US06
ELSU2,ELQUS,Eleocharis quinqueflora (Hartmann) O. Schwarz ssp. suksdorfiana (P. Beauv.) Hultén,,US06
ELSU2,,Eleocharis suksdorfiana P. Beauv.,Suksdorf's spikerush,US06
ELSU2,ELQUS2,Eleocharis quinqueflora (Hartmann) O. Schwarz var. suksdorfiana (P. Beauv.) J.T. Howell,,US06
ELSU2,ELPAS,Eleocharis pauciflora (Lightf.) Link var. suksdorfiana (P. Beauv.) Svens.,,US06
ELTO5,,Eleocharis torticulmis S.G. Sm.,twist-stem spikerush,US06
ELEUS,,Eleusine Gaertn.,goosegrass,US06
ELCO3,,Eleusine coracana (L.) Gaertn.,finger millet,US06
ELCOA,ELAF,Eleusine africana Kennedy & O'Byrne,,US06
ELCOA,,Eleusine coracana (L.) Gaertn. ssp. africana (Kennedy & O'Byrne) Hilu & de Wet,African finger millet,US06
ELCOA,ELINA,Eleusine indica (L.) Gaertn. ssp. africana (Kennedy & O'Byrne) S.M. Phillips,,US06
ELIN3,,Eleusine indica (L.) Gaertn.,Indian goosegrass,US06
ELIN3,CYIN7,Cynosurus indicus L.,,US06
ELTR2,CYTR8,Cynosurus tristachyus Lam.,,US06
ELTR2,,Eleusine tristachya (Lam.) Lam.,threespike goosegrass,US06
ELODE,,Elodea Michx.,waterweed,US06
ELCA7,ELPL,Elodea planchonii Caspary,,US06
ELCA7,,Elodea canadensis Michx.,Canadian waterweed,US06
ELCA7,ELBR3,Elodea brandegeeae H. St. John,,US06
ELCA7,ANCA22,Anacharis canadensis (Michx.) Planch.,,US06
ELCA7,PHLI10,Philotria linearis Rydb.,,US06
ELCA7,PHCA23,Philotria canadensis (Michx.) Britton,,US06
ELCA7,ANCAP4,Anacharis canadensis (Michx.) Planch. var. planchonii (Caspary) Vict.,,US06
ELCA7,ELIO3,Elodea ioensis Wylie,,US06
ELCA7,ELLI,Elodea linearis (Rydb.) H. St. John,,US06
ELNU2,ELMI5,Elodea minor (Engelm. ex Caspary) Farw.,,US06
ELNU2,,Elodea nuttallii (Planch.) H. St. John,western waterweed,US06
ELNU2,PHOC3,Philotria occidentalis (Pursh) House,,US06
ELNU2,ANNU7,Anacharis nuttallii Planch.,,US06
ELNU2,ELOC,Elodea occidentalis (Pursh) H. St. John,,US06
ELNU2,ANOC7,Anacharis occidentalis (Pursh) Vict.,,US06
ELNU2,PHAN14,Philotria angustifolia (Muhl.) Britton ex Rydb.,,US06
ELNU2,ELCO5,Elodea columbiana H. St. John,,US06
ELNU2,PHMI11,Philotria minor (Engelm. ex Caspary) Small,,US06
ELNU2,UDVEM,Udora verticillata (L. f.) Spreng. var. minor Engelm. ex Caspary,,US06
ELNU2,PHNU,Philotria nuttallii (Planch.) Rydb.,,US06
ELYMU,,Elymus L.,wildrye,US06
ELHA3,SIHA7,Sitanion hansenii (Scribn.) J.G. Sm.,,US06
ELHA3,,Elymus ×hansenii Scribn. (pro sp.) [glaucus × elymoides or multisetus],,US06
ELHA3,SIAN10,Sitanion anomalum J.G. Sm.,,US06
ELHA3,ELHA,×Elysitanion hansenii (Scribn.) Bowden,,US06
ELSA4,AGSA6,Agropyron saundersii (Vasey) Hitchc.,,US06
ELSA4,,Elymus ×saundersii Vasey (pro sp.) [elymoides × trachycaulus],,US06
ELSA4,AGSA4,×Agrositanion saundersii (Vasey) Bowden,,US06
ELSA4,ELSAC,Elymus saundersii Vasey var. californicus Hoover,,US06
ELAR7,,Elymus arizonicus (Scribn. & J.G. Sm.) Gould,Arizona wheatgrass,US06
ELAR7,AGAR,Agropyron arizonicum Scribn. & J.G. Sm.,,US06
ELAR7,ELAR12,Elytrigia arizonica (Scribn. & J.G. Sm.) D.R. Dewey,,US06
ELAR7,AGSPA,Agropyron spicatum Pursh var. arizonicum (Scribn. & J.G. Sm.) M.E. Jones,,US06
ELAR7,PSAR6,Pseudoroegneria arizonica (Scribn. & J.G. Sm.) Á. Löve,,US06
ELCA10,HYCA8,Hystrix californica Bol. ex Thurb.,,US06
ELCA10,,Elymus californicus (Bol. ex Thurb.) Gould,California bottlebrush grass,US06
ELCA4,,Elymus canadensis L.,Canada wildrye,US06
ELCA4,ELPH,Elymus philadelphicus L.,,US06
ELCA4,ELCR4,Elymus crescendus L.C. Wheeler,,US06
ELCA4,ELBR7,Elymus brachystachys Scribn. & C.R. Ball,,US06
ELCA4,ELCAB2,Elymus canadensis L. var. brachystachys (Scribn. & C.R. Ball) Farw.,,US06
ELCA4,ELCAH,Elymus canadensis L. var. hirsutus (Farw.) Dorn,,US06
ELCA4,ELRO3,Elymus robustus Scribn. & J.G. Sm.,,US06
ELCA4,ELCAR3,Elymus canadensis L. var. robustus (Scribn. & J.G. Sm.) Mack. & Bush,,US06
ELCA4,ELPHH,Elymus philadelphicus L. var. hirsutus Farw.,,US06
ELEL5,,Elymus elymoides (Raf.) Swezey,squirreltail,US06
ELELB2,,Elymus elymoides (Raf.) Swezey ssp. brevifolius (J.G. Sm.) Barkworth,squirreltail,US06
ELELB2,ELLO3,Elymus longifolius (J.G. Sm.) Gould,,US06
ELELB2,ELELB,Elymus elymoides (Raf.) Swezey var. brevifolius (J.G. Sm.) Dorn,,US06
ELELB2,SIVE4,Sitanion velutinum Piper,,US06
ELELB2,SIHYB,Sitanion hystrix (Nutt.) J.G. Sm. var. brevifolium (J.G. Sm.) C.L. Hitchc.,,US06
ELELB2,SILO7,Sitanion longifolium J.G. Sm.,,US06
ELELC2,SIHYC,Sitanion hystrix (Nutt.) J.G. Sm. var. californicum (J.G. Sm.) F.D. Wilson,,US06
ELELC2,,Elymus elymoides (Raf.) Swezey ssp. californicus (J.G. Sm.) Barkworth,squirreltail,US06
ELELE,SIHY,Sitanion hystrix (Nutt.) J.G. Sm.,,US06
ELELE,,Elymus elymoides (Raf.) Swezey ssp. elymoides,squirreltail,US06
ELELE,ELSI8,Elymus sitanion Schult.,,US06
ELELE,SIEL6,Sitanion elymoides Raf.,,US06
ELELH,SIHYH,Sitanion hystrix (Nutt.) J.G. Sm. var. hordeoides (Suksd.) C.L. Hitchc.,,US06
ELELH,ELHO,Elymus hordeoides (Suksd.) Barkworth & D.R. Dewey,,US06
ELELH,,Elymus elymoides (Raf.) Swezey ssp. hordeoides (Suksd.) Barkworth,squirreltail,US06
ELELH,SIHO3,Sitanion hordeoides Suksd.,,US06
ELGL,,Elymus glaucus Buckley,blue wildrye,US06
ELGLG,,Elymus glaucus Buckley ssp. glaucus,blue wildrye,US06
ELGLG,ELGLB,Elymus glaucus Buckley var. breviaristatus Burtt Davy,,US06
ELGLJ2,,Elymus glaucus Buckley ssp. jepsonii (Burtt Davy) Gould,Jepson's blue wildrye,US06
ELGLJ2,ELGLJ,Elymus glaucus Buckley var. jepsonii Burtt Davy,,US06
ELGLJ2,ELGLT,Elymus glaucus Buckley var. tenuis Vasey,,US06
ELGLV,ELGLV2,Elymus glaucus Buckley var. virescens (Piper) Bowden,,US06
ELGLV,,Elymus glaucus Buckley ssp. virescens (Piper) Gould,blue wildrye,US06
ELGLV,ELVI10,Elymus virescens Piper,,US06
ELHI,,Elymus hirsutus J. Presl,northern ryegrass,US06
ELIN6,,Elymus interruptus Buckley,Texas wildrye,US06
ELIN6,ELCAI,Elymus canadensis L. var. interruptus (Buckley) Church,,US06
ELLA3,,Elymus lanceolatus (Scribn. & J.G. Sm.) Gould,thickspike wheatgrass,US06
ELLAL,,Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. lanceolatus,thickspike wheatgrass,US06
ELLAL,AGDAR,"Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. riparum (Scribn. & J.G. Sm.) Bowden, orth. var.",,US06
ELLAL,AGDA,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm.,,US06
ELLAL,AGDAR3,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. riparium (Scribn. & J.G. Sm.) Bowden,,US06
ELLAL,ELDA5,Elytrigia dasystachya (Hook.) Á. Löve & D. Löve,,US06
ELLAL,AGEL2,Agropyron elmeri Scribn.,,US06
ELLAL,AGLA4,Agropyron lanceolatum Scribn. & J.G. Sm.,,US06
ELLAL,ELRI3,"Elytrigia ripara (Scribn. & J.G. Sm.) Beetle, orth. var.",,US06
ELLAL,AGRI3,"Agropyron riparum Scribn. & J.G. Sm., orth. var.",,US06
ELLAL,AGRI5,Agropyron riparium Scribn. & J.G. Sm.,,US06
ELLAL,ELRI4,Elytrigia riparia (Scribn. & J.G. Sm.) Beetle,,US06
ELLAL,ELLAR,Elymus lanceolatus (Scribn. & J.G. Sm.) Gould var. riparius (Scribn. & J.G. Sm.) Dorn,,US06
ELLAL,ELSU5,Elymus subvillosus (Hook.) Gould,,US06
ELMU3,,Elymus multisetus M.E. Jones,big squirreltail,US06
ELMU3,SIJU,Sitanion jubatum J.G. Sm.,,US06
ELRE4,AGRE2,Agropyron repens (L.) P. Beauv.,,US06
ELRE4,ELRE3,Elytrigia repens (L.) Desv. ex Nevski,,US06
ELRE4,ELVA3,Elytrigia vaillantiana (Wulfen & Schreb.) Beetle,,US06
ELRE4,,Elymus repens (L.) Gould,quackgrass,US06
ELRE4,TRRE9,Triticum repens L.,,US06
ELRE4,AGRES,Agropyron repens (L.) P. Beauv. var. subulatum (Schreb.) Roem. & Schult.,,US06
ELRE4,ELREV,Elytrigia repens (L.) Desv. ex Nevski var. vaillantiana (Wulfen & Schreb.) Prokudin,,US06
ELRE4,TRVA4,Triticum vaillantianum Wulfen & Schreb.,,US06
ELSC4,AGSC4,Agropyron scribneri Vasey,,US06
ELSC4,,Elymus scribneri (Vasey) M.E. Jones,spreading wheatgrass,US06
ELSI11,,Elymus sierrus Gould,Sierra wildrye,US06
ELSI11,AGPR,"Agropyron pringlei (Scribn. & J.G. Sm.) Hitchc., non Elymus pringlei Scribn. & Merr.",,US06
ELSI11,AGGMP,Agropyron gmelinii (Ledeb.) Scribn. & J.G. Sm. var. pringlei Scribn. & J.G. Sm.,,US06
ELSI11,ELSI4,"Elymus sierrae Gould, orth. var.",,US06
ELST3,,Elymus stebbinsii Gould,Parish wheatgrass,US06
ELSTS,,Elymus stebbinsii Gould ssp. septentrionalis Barkworth,Parish wheatgrass,US06
ELSTS2,AGPA7,Agropyron parishii Scribn. & J.G. Sm.,,US06
ELSTS2,,Elymus stebbinsii Gould ssp. stebbinsii,Parish wheatgrass,US06
ELSTS2,ELPA11,Elytrigia parishii (Scribn. & J.G. Sm.) D.R. Dewey,,US06
ELTR7,,Elymus trachycaulus (Link) Gould ex Shinners,slender wheatgrass,US06
ELTRS,ELLA4,Elymus laevis (Scribn. & J.G. Sm.) Hoover,,US06
ELTRS,AGSU,Agropyron subsecundum (Link) Hitchc.,,US06
ELTRS,AGCAU,Agropyron caninum (L.) P. Beauv. var. unilaterale (Cassidy) C.L. Hitchc.,,US06
ELTRS,,Elymus trachycaulus (Link) Gould ex Shinners ssp. subsecundus (Link) Á. Löve & D. Löve,slender wheatgrass,US06
ELTRS,ELSU3,Elymus subsecundus (Link) Á. Löve & D. Löve,,US06
ELTRS,AGPAG5,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus var. glaucum (Pease & A.H. Moore) Taylor,,US06
ELTRS,AGLA5,Agropyron laeve (Scribn. & J.G. Sm.) Hitchc.,,US06
ELTRS,AGPAL2,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. laeve (Scribn. & J.G. Sm.) Gould,,US06
ELTRS,AGPAL,Agropyron parishii Scribn. & J.G. Sm. var. laeve,,US06
ELTRS,ELTRG,Elymus trachycaulus (Link) Gould ex Shinners ssp. glaucus (Pease & A.H. Moore) Cody,,US06
ELTRS,AGTRC,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. ciliatum (Scribn. & J.G. Sm.) Gleason,,US06
ELTRS,ELTRU,Elymus trachycaulus (Link) Gould ex Shinners var. unilateralis (Cassidy) Beetle,,US06
ELTRS,AGTRG,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. glaucum (Pease & A.H. Moore) Malte,,US06
ELTRS,AGTRU,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. unilaterale (Cassidy) Malte,,US06
ELTRT,AGBR2,Agropyron brevifolium Scribn.,,US06
ELTRT,,Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus,slender wheatgrass,US06
ELTRT,AGCAH,Agropyron caninum (L.) P. Beauv. var. hornemannii (W.D.J. Koch) Pease & A.H. Moore,,US06
ELTRT,AGPAN4,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. novae-angliae (Scribn.) Melderis,,US06
ELTRT,AGCAM2,Agropyron caninum (L.) P. Beauv. var. mitchellii S.L. Welsh,,US06
ELTRT,AGCAA,Agropyron caninum (L.) P. Beauv. var. andinum (Scribn. & J.G. Sm.) C.L. Hitchc.,,US06
ELTRT,AGPA15,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus,,US06
ELTRT,AGPAN5,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus var. novae-angliae (Scribn.) Roy L. Taylor & MacBryde,,US06
ELTRT,AGSUA,Agropyron subsecundum (Link) Hitchc. var. andinum (Scribn. & J.G. Sm.) Hitchc.,,US06
ELTRT,AGCAM,Agropyron caninum (L.) P. Beauv. ssp. majus (Vasey) C.L. Hitchc.,,US06
ELTRT,AGPAM,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. majus (Vasey) Melderis,,US06
ELTRT,AGTE4,Agropyron tenerum Vasey,,US06
ELTRT,AGTRN,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. novae-angliae (Scribn.) Fernald,,US06
ELTRT,AGPAT,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. teslinense (A.E. Porsild & Senn) Melderis,,US06
ELTRT,ELTRA2,Elymus trachycaulus (Link) Gould ex Shinners ssp. andinus (Scribn. & J.G. Sm.) Á. Löve & D. Löve,,US06
ELTRT,AGTR,Agropyron trachycaulum (Link) Malte ex H.F. Lewis,,US06
ELTRT,ELDOV,Elymus donianus (F.B. White) Á. Löve & D. Löve ssp. virescens (Lange) Á. Löve & D. Löve,,US06
ELTRT,AGTE6,Agropyron teslinense A.E. Porsild & Senn,,US06
ELTRT,ELTRT2,Elymus trachycaulus (Link) Gould ex Shinners ssp. teslinensis (A.E. Porsild & Senn) Á. Löve,,US06
ELTRT,AGVIA3,Agropyron violaceum (Hornem.) Lange ssp. andinum (Scribn. & J.G. Sm.) Melderis,,US06
ELTRT,ROPA7,Roegneria pauciflora (Schwein.) Hyl.,,US06
ELTRT,AGTRM,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. majus (Vasey) Fernald,,US06
ELTRT,TRTR10,Triticum trachycaulum Link,,US06
ELTRT,ELTRA3,Elymus trachycaulus (Link) Gould ex Shinners var. andinus (Scribn. & J.G. Sm.) Dorn,,US06
ELTRT,AGVIA2,Agropyron violaceum (Hornem.) Lange var. andinum Scribn. & J.G. Sm.,,US06
ELTRT,ELTRN,Elymus trachycaulus (Link) Gould ex Shinners ssp. novae-angliae (Scribn.) Tzvelev,,US06
ELTRT,ELPA12,"Elymus pauciflorus (Schwein.) Gould, non Lam.",,US06
ELTRT,ROTR4,Roegneria trachycaula (Link) Nevski,,US06
ELTRT,ELTRM3,Elymus trachycaulus (Link) Gould ex Shinners var. majus (Vasey) Beetle,,US06
EMEX,,Emex Campd.,threecornerjack,US06
EMAU,,Emex australis Steinh.,southern threecornerjack,US06
EMSP,RUSP9,Rumex spinosus L.,,US06
EMSP,,Emex spinosa (L.) Campd.,spiny threecornerjack,US06
EMILI,,Emilia Cass.,tasselflower,US06
EMFO,,Emilia fosbergii Nicolson,Florida tasselflower,US06
EMSO,,Emilia sonchifolia (L.) DC.,lilac tasselflower,US06
EMSOS,,Emilia sonchifolia (L.) DC. var. sonchifolia,lilac tasselflower,US06
EMSOS,CASO4,Cacalia sonchifolia L.,,US06
EMMEN,,Emmenanthe Benth.,whisperingbells,US06
EMPE,,Emmenanthe penduliflora Benth.,whisperingbells,US06
EMPEP,,Emmenanthe penduliflora Benth. var. penduliflora,whisperingbells,US06
EMPER,,Emmenanthe penduliflora Benth. var. rosea Brand,whisperingbells,US06
EMPER,EMRO,Emmenanthe rosea (Brand) Constance,,US06
EMPET,,Empetrum L.,crowberry,US06
EMNI,,Empetrum nigrum L.,black crowberry,US06
EMNIH,EMHE,Empetrum hermaphroditum Lange ex Hagerup,,US06
